timestamp,Temp [°C],Wind [m/s],Wind Power [MWh],Wind Power Capacity [MWh],Price [c/kWh]
20230304T060000Z,-2.5,3.4,1706.0,5478.0,4.4
20230304T070000Z,-2.8,3.2,1537.3,5478.0,6.0
20230304T080000Z,-2.7,3.4,1490.09999,5478.0,7.394
20230304T090000Z,-2.4,3.3,1404.8,5478.0,7.394
20230304T100000Z,-2,3.6,1209.5,5478.0,7.43
20230304T110000Z,-1.6,3.7,926.79999,5478.0,9.584
20230304T120000Z,-1,3.3,700.89999,5478.0,9.327
20230304T130000Z,-1.1,4.1,676.79999,5478.0,9.676
20230304T140000Z,-1.3,3.5,695.89999,5478.0,10.301
20230304T150000Z,-1.5,4.2,699.0,5478.0,10.894
20230304T160000Z,-2.2,4,707.1,5478.0,13.664
20230304T170000Z,-2.7,4,669.5,5478.0,14.802
20230304T180000Z,-3.2,3.7,549.1,5478.0,14.152
20230304T190000Z,-3.5,3.3,474.6,5478.0,12.299
20230304T200000Z,-3.6,2.8,427.69999,5478.0,11.488
20230304T210000Z,-3.6,2.6,424.69999,5478.0,11.253
20230304T220000Z,-3.8,2.7,428.89999,5478.0,10.581
20230304T230000Z,-3.9,2.6,454.89999,5478.0,10.487
20230305T000000Z,-4,2.4,450.8,5478.0,10.308
20230305T010000Z,-4.1,3,496.39999,5478.0,10.21
20230305T020000Z,-4.3,3,553.6,5478.0,10.399
20230305T030000Z,-4.4,2.8,564.6,5478.0,10.123
20230305T040000Z,-4.4,1.2,559.29999,5478.0,10.212
20230305T050000Z,-4.4,1.1,556.6,5478.0,10.146
20230305T060000Z,-4.4,1.1,492.39999,5478.0,10.578
20230305T070000Z,-4.1,1.3,384.3,5478.0,10.8
20230305T080000Z,-3.8,2.3,368.3,5478.0,10.773
20230305T090000Z,-3.6,2.1,338.19999,5478.0,10.518
20230305T100000Z,-3.5,2.4,342.69999,5478.0,10.68
20230305T110000Z,-3.3,3,305.8,5478.0,10.683
20230305T120000Z,-2.7,2.9,296.8,5478.0,10.705
20230305T130000Z,-2.6,2.8,288.39999,5478.0,10.68
20230305T140000Z,-2.6,3,315.8,5478.0,11.104
20230305T150000Z,-2.7,2.4,413.39999,5478.0,11.536
20230305T160000Z,-2.9,1.9,491.6,5478.0,14.514
20230305T170000Z,-3.1,1.6,545.39999,5478.0,16.647
20230305T180000Z,-3.2,1.6,529.2,5478.0,17.014
20230305T190000Z,-3.3,1.4,538.29999,5478.0,14.767
20230305T200000Z,-3.8,3.2,503.5,5478.0,14.499
20230305T210000Z,-5.5,2.5,456.0,5478.0,13.697
20230305T220000Z,-6.5,2,411.3,5478.0,11.772
20230305T230000Z,-7.6,1.5,393.3,5478.0,13.6
20230306T000000Z,-8.1,1.8,330.0,5478.0,12.208
20230306T010000Z,-9.7,1.2,314.5,5478.0,12.3
20230306T020000Z,-10.6,1.2,299.19999,5478.0,12.017
20230306T030000Z,-9.8,1.6,293.69999,5478.0,12.241
20230306T040000Z,-9.3,1,287.1,5478.0,13.744
20230306T050000Z,-9.5,0.9,270.89999,5478.0,15.98
20230306T060000Z,-9.8,0.6,234.4,5478.0,18.5
20230306T070000Z,-9.2,1.2,182.09999,5478.0,21.709
20230306T080000Z,-8.6,2,182.19999,5478.0,18.999
20230306T090000Z,-7.9,1.9,217.19999,5478.0,17.026
20230306T100000Z,-7.1,2.2,207.69999,5478.0,16.084
20230306T110000Z,-6.8,2.7,132.3,5478.0,14.992
20230306T120000Z,-6.5,2.2,118.09999,5478.0,14.495
20230306T130000Z,-6.7,1.8,121.5,5478.0,14.43
20230306T140000Z,-6.6,1.1,130.5,5478.0,14.578
20230306T150000Z,-6.3,1.3,181.4,5478.0,15.2
20230306T160000Z,-6.6,2.1,224.3,5478.0,16.203
20230306T170000Z,-7.4,1.5,261.19999,5478.0,18.487
20230306T180000Z,-8.7,1.3,256.39999,5478.0,17.681
20230306T190000Z,-11.4,0.5,210.59999,5478.0,14.999
20230306T200000Z,-13.1,0.4,186.8,5478.0,13.36
20230306T210000Z,-14.6,0.5,155.3,5478.0,12.065
20230306T220000Z,-15.7,0.3,130.69999,5478.0,11.145
20230306T230000Z,-16.9,0.3,137.19999,5478.0,12.871
20230307T000000Z,-17.8,0.4,125.4,5478.0,12.007
20230307T010000Z,-18.7,0.5,142.0,5478.0,11.722
20230307T020000Z,-19.4,0.5,207.59999,5478.0,11.689
20230307T030000Z,-19.8,0.8,306.1,5478.0,11.721
20230307T040000Z,-20,0.5,446.0,5478.0,12.74
20230307T050000Z,-20.6,0.5,570.89999,5478.0,13.913
20230307T060000Z,-20.8,0.6,636.89999,5478.0,13.668
20230307T070000Z,-18,0.4,684.0,5478.0,13.009
20230307T080000Z,-12.5,1.5,620.89999,5478.0,12.391
20230307T090000Z,-8.9,2.3,434.5,5478.0,15.0
20230307T100000Z,-7.3,2.8,456.6,5478.0,12.001
20230307T110000Z,-6.4,3.2,277.0,5478.0,11.722
20230307T120000Z,-5.7,3.4,242.4,5478.0,13.499
20230307T130000Z,-5.2,3.4,318.6,5478.0,12.695
20230307T140000Z,-4.9,3.6,447.0,5478.0,10.667
20230307T150000Z,-5.1,3.2,839.89999,5478.0,11.766
20230307T160000Z,-5.8,2.4,1151.4,5478.0,14.514
20230307T170000Z,-7.1,2.9,1354.09999,5478.0,14.949
20230307T180000Z,-7.7,3.8,1473.09999,5478.0,12.923
20230307T190000Z,-8.4,3.9,1595.7,5478.0,11.335
20230307T200000Z,-8.9,3.8,1736.9,5478.0,11.239
20230307T210000Z,-9.2,4.3,1912.2,5478.0,6.804
20230307T220000Z,-9.1,4.4,1892.7,5478.0,5.742
20230307T230000Z,-8.7,4.5,1936.5,5478.0,7.361
20230308T000000Z,-8.9,5.4,1961.3,5478.0,7.101
20230308T010000Z,-8.5,6.9,1951.8,5478.0,7.007
20230308T020000Z,-8.5,6.7,1988.4,5478.0,8.332
20230308T030000Z,-8.8,6.7,2047.4,5478.0,10.778
20230308T040000Z,-9,7.1,2094.19999,5478.0,11.457
20230308T050000Z,-9.1,7.2,2161.3,5478.0,13.73
20230308T060000Z,-9,7.1,2263.4,5478.0,15.853
20230308T070000Z,-8.7,7.5,2284.5,5478.0,17.31
20230308T080000Z,-8.4,7,1769.3,5478.0,16.3
20230308T090000Z,-7.8,7.2,1371.9,5478.0,15.299
20230308T100000Z,-6.9,7.4,1296.2,5478.0,14.417
20230308T110000Z,-5.9,7.6,1273.09999,5478.0,13.717
20230308T120000Z,-4.9,7.2,1361.3,5478.0,13.51
20230308T130000Z,-4.4,6.5,1506.0,5478.0,13.742
20230308T140000Z,-4.2,6.6,1859.9,5478.0,14.108
20230308T150000Z,-4.6,5.9,2065.5,5478.0,14.447
20230308T160000Z,-5.6,5.3,2176.09999,5478.0,15.301
20230308T170000Z,-6.8,4.8,2081.69999,5478.0,16.689
20230308T180000Z,-7.8,4.6,2142.9,5478.0,17.002
20230308T190000Z,-8.6,4.7,2202.5,5478.0,15.377
20230308T200000Z,-9.3,4.5,2137.9,5478.0,13.464
20230308T210000Z,-9.8,3.6,1975.2,5478.0,12.882
20230308T220000Z,-10.4,3.4,1821.2,5478.0,11.531
20230308T230000Z,-11.2,3,1611.0,5478.0,11.366
20230309T000000Z,-11.9,3,1416.4,5478.0,11.139
20230309T010000Z,-12.7,2.8,1215.3,5478.0,11.102
20230309T020000Z,-13.5,2.3,1075.5,5478.0,10.938
20230309T030000Z,-14.2,2.6,1003.6,5478.0,11.122
20230309T040000Z,-15,2.2,1021.2,5478.0,12.0
20230309T050000Z,-15.5,2,1100.9,5478.0,13.794
20230309T060000Z,-16.1,1.3,1246.9,5478.0,15.809
20230309T070000Z,-15,1.2,1198.09999,5478.0,16.414
20230309T080000Z,-13.5,1.6,1154.5,5478.0,15.601
20230309T090000Z,-11.6,1.6,1273.0,5478.0,14.458
20230309T100000Z,-9.7,2.1,1560.09999,5478.0,13.365
20230309T110000Z,-8.7,2.4,1605.09999,5478.0,12.345
20230309T120000Z,-7.4,2.4,1639.09999,5478.0,11.645
20230309T130000Z,-6.3,2.2,1993.0,5478.0,11.619
20230309T140000Z,-6.1,3.3,2477.9,5478.0,11.672
20230309T150000Z,-6.3,3.2,2851.0,5478.0,11.836
20230309T160000Z,-7.1,2.8,3052.9,5478.0,13.585
20230309T170000Z,-9.6,1.8,3117.19999,5478.0,12.303
20230309T180000Z,-11.7,0.7,3179.9,5478.0,11.996
20230309T190000Z,-13.1,1.4,3333.5,5478.0,12.491
20230309T200000Z,-12.7,1.6,3512.5,5478.0,12.509
20230309T210000Z,-15.1,0.6,3613.09999,5478.0,11.781
20230309T220000Z,-14.2,1,3676.5,5478.0,9.766
20230309T230000Z,-11.4,1.8,3728.9,5478.0,9.468
20230310T000000Z,-9.3,2.9,3622.59999,5478.0,7.638
20230310T010000Z,-9,3.6,3515.69999,5478.0,8.999
20230310T020000Z,-8.8,3.5,3344.69999,5478.0,9.884
20230310T030000Z,-7.9,3,3211.59999,5478.0,9.909
20230310T040000Z,-7.8,2.4,3083.8,5478.0,10.5
20230310T050000Z,-7.2,3.1,2933.5,5478.0,11.981
20230310T060000Z,-7,3.1,2810.8,5478.0,13.691
20230310T070000Z,-6.6,2.1,2681.3,5478.0,14.091
20230310T080000Z,-4.8,2.9,2266.09999,5478.0,13.661
20230310T090000Z,-3.3,3.3,2289.4,5478.0,13.189
20230310T100000Z,-2.1,4,2291.09999,5478.0,12.51
20230310T110000Z,-1.3,4.4,2105.59999,5478.0,11.642
20230310T120000Z,-1,4.8,2190.69999,5478.0,11.284
20230310T130000Z,-0.7,4.3,2415.9,5478.0,11.491
20230310T140000Z,-0.8,3.2,2572.19999,5478.0,11.262
20230310T150000Z,-1.3,1.1,2724.0,5478.0,11.1
20230310T160000Z,-0.6,2.9,2789.59999,5478.0,12.934
20230310T170000Z,-2.2,3.3,2801.5,5478.0,13.548
20230310T180000Z,-2.5,3.1,2829.4,5478.0,13.392
20230310T190000Z,-3.4,3.4,2895.3,5478.0,11.541
20230310T200000Z,-4.3,3.3,2821.8,5478.0,10.896
20230310T210000Z,-5.3,3.2,2882.69999,5478.0,9.999
20230310T220000Z,-6.2,3.4,2864.8,5478.0,8.549
20230310T230000Z,-6.8,3.4,2550.19999,5478.0,7.022
20230311T000000Z,-7.4,3,2399.5,5478.0,7.111
20230311T010000Z,-8.2,2.5,2321.19999,5478.0,7.308
20230311T020000Z,-9.1,2.2,2209.8,5478.0,8.044
20230311T030000Z,-9.8,2.3,2181.09999,5478.0,8.576
20230311T040000Z,-9.8,2.7,2315.3,5478.0,9.618
20230311T050000Z,-10.4,1.6,2379.19999,5478.0,10.424
20230311T060000Z,-12.2,1.2,2289.69999,5478.0,11.009
20230311T070000Z,-10.3,1.5,2133.69999,5478.0,11.127
20230311T080000Z,-7.3,2.7,1840.0,5478.0,10.637
20230311T090000Z,-5.4,3.6,1524.0,5478.0,10.334
20230311T100000Z,-4.5,3.6,1260.2,5478.0,10.334
20230311T110000Z,-4.4,3.6,1044.9,5478.0,10.332
20230311T120000Z,-3.6,3.9,853.6,5478.0,10.3
20230311T130000Z,-2.8,3.2,752.89999,5478.0,7.911
20230311T140000Z,-2.7,3.7,811.29999,5478.0,8.065
20230311T150000Z,-2.8,4.1,936.5,5478.0,10.152
20230311T160000Z,-2.9,3.4,1073.8,5478.0,12.805
20230311T170000Z,-3,2.3,1050.2,5478.0,13.385
20230311T180000Z,-3.4,2.9,886.29999,5478.0,11.043
20230311T190000Z,-3.9,1.8,794.7,5478.0,10.603
20230311T200000Z,-4.2,1.8,750.29999,5478.0,11.498
20230311T210000Z,-4.8,3.2,676.5,5478.0,11.685
20230311T220000Z,-5.8,2.3,574.5,5478.0,10.149
20230311T230000Z,-5.8,1.6,521.1,5478.0,10.075
20230312T000000Z,-6,1.5,492.6,5478.0,8.204
20230312T010000Z,-5.9,2.2,491.89999,5478.0,7.778
20230312T020000Z,-6.2,2.1,589.1,5478.0,7.152
20230312T030000Z,-6.7,2.4,746.2,5478.0,7.15
20230312T040000Z,-7.8,2.1,964.79999,5478.0,7.451
20230312T050000Z,-9.1,1.5,1191.59999,5478.0,6.837
20230312T060000Z,-10.6,0.9,1272.09999,5478.0,6.604
20230312T070000Z,-9.8,1.8,993.89999,5478.0,8.176
20230312T080000Z,-8,2.9,878.29999,5478.0,7.853
20230312T090000Z,-6.4,3.5,919.79999,5478.0,6.618
20230312T100000Z,-4.3,4.1,856.2,5478.0,6.684
20230312T110000Z,-2.8,5,784.0,5478.0,6.612
20230312T120000Z,-2.3,5.7,825.29999,5478.0,6.731
20230312T130000Z,-2.1,5.6,988.2,5478.0,7.0
20230312T140000Z,-1.9,5.8,1291.7,5478.0,7.49
20230312T150000Z,-2.3,4.9,1486.5,5478.0,8.505
20230312T160000Z,-2.8,4.5,1667.4,5478.0,10.091
20230312T170000Z,-3.4,4.7,1699.7,5478.0,10.946
20230312T180000Z,-4.2,3.5,1648.5,5478.0,11.121
20230312T190000Z,-7.1,3.4,1727.5,5478.0,10.585
20230312T200000Z,-8.6,3.6,1860.4,5478.0,10.144
20230312T210000Z,-8.4,3.1,1909.8,5478.0,9.259
20230312T220000Z,-10.9,3,1974.0,5478.0,6.502
20230312T230000Z,-10.7,3.6,1941.09999,5478.0,4.984
20230313T000000Z,-9.2,4.2,1956.2,5478.0,3.915
20230313T010000Z,-9,4.2,2002.9,5478.0,3.457
20230313T020000Z,-10.6,4.3,1892.2,5478.0,3.046
20230313T030000Z,-10.2,3.5,1731.0,5478.0,3.746
20230313T040000Z,-11.5,4,1843.4,5478.0,5.948
20230313T050000Z,-12.1,2.4,1636.7,5478.0,9.21
20230313T060000Z,-12.2,1.7,1664.5,5478.0,10.416
20230313T070000Z,-10,1.8,2255.59999,5478.0,10.414
20230313T080000Z,-6.3,2.5,1825.7,5478.0,9.677
20230313T090000Z,-3.3,3.1,1421.2,5478.0,10.372
20230313T100000Z,-2.2,4.3,1695.0,5499.0,10.1
20230313T110000Z,-0.9,4.7,1652.09999,5512.0,10.413
20230313T120000Z,-0.4,5.5,1909.0,5512.0,10.41
20230313T130000Z,-0.2,5.6,2314.3,5512.0,8.743
20230313T140000Z,-0.1,5.1,2941.4,5512.0,4.44
20230313T150000Z,-0.1,6.1,3490.9,5512.0,3.166
20230313T160000Z,-0.7,6.3,3953.5,5512.0,4.738
20230313T170000Z,-1,6.2,4211.69999,5512.0,5.248
20230313T180000Z,-1.2,7.6,4293.19999,5512.0,4.887
20230313T190000Z,-2.2,7.1,4405.39999,5512.0,4.384
20230313T200000Z,-2.4,7.1,4496.69999,5512.0,4.218
20230313T210000Z,-2.2,7.4,4436.19999,5512.0,3.46
20230313T220000Z,-2.1,8,4353.0,5512.0,2.332
20230313T230000Z,-1.5,8,4209.39999,5512.0,0.957
20230314T000000Z,-1.2,7.3,4043.19999,5512.0,0.457
20230314T010000Z,-0.5,6.1,3877.3,5512.0,0.42
20230314T020000Z,0.3,5.8,3696.59999,5512.0,0.248
20230314T030000Z,1,4.4,3399.9,5512.0,0.458
20230314T040000Z,1.7,4.2,3036.5,5512.0,2.698
20230314T050000Z,2.5,4.4,2517.5,5512.0,4.26
20230314T060000Z,3.1,4.8,2049.0,5512.0,6.947
20230314T070000Z,3.7,5.8,1608.9,5512.0,10.335
20230314T080000Z,3.9,6,1414.5,5512.0,9.243
20230314T090000Z,4.2,6.5,1337.5,5512.0,9.901
20230314T100000Z,4.1,6.9,1061.9,5512.0,9.903
20230314T110000Z,3.9,7.6,967.5,5512.0,9.493
20230314T120000Z,3.3,7.9,921.79999,5512.0,8.91
20230314T130000Z,2.1,6.5,870.0,5512.0,7.71
20230314T140000Z,1.2,5.6,836.5,5512.0,9.769
20230314T150000Z,0.9,4.6,865.5,5512.0,10.776
20230314T160000Z,0.7,3.8,774.2,5512.0,12.621
20230314T170000Z,0.4,2.1,678.29999,5512.0,13.21
20230314T180000Z,0,1.6,549.1,5512.0,12.599
20230314T190000Z,-0.2,0.7,494.6,5512.0,10.331
20230314T200000Z,-0.3,0.7,404.39999,5512.0,10.747
20230314T210000Z,-0.3,1.2,315.1,5512.0,10.502
20230314T220000Z,-0.4,1.3,308.5,5512.0,9.122
20230314T230000Z,-0.5,1.3,378.8,5512.0,9.918
20230315T000000Z,-0.5,2.3,524.1,5512.0,8.338
20230315T010000Z,-0.7,2.3,624.5,5512.0,8.008
20230315T020000Z,-0.8,1.6,649.1,5512.0,8.002
20230315T030000Z,-0.9,2.8,664.89999,5512.0,8.975
20230315T040000Z,-1.1,3.7,655.6,5512.0,11.697
20230315T050000Z,-1.4,3.4,718.29999,5512.0,13.815
20230315T060000Z,-1.9,2.7,802.1,5512.0,15.87
20230315T070000Z,-2.8,3.2,746.6,5512.0,14.868
20230315T080000Z,-2.3,4.2,672.7,5512.0,12.325
20230315T090000Z,-0.9,4.8,768.1,5512.0,10.504
20230315T100000Z,0.1,5.7,854.7,5512.0,10.136
20230315T110000Z,0.6,7.1,953.5,5512.0,9.473
20230315T120000Z,1,8,1102.3,5512.0,9.807
20230315T130000Z,0.9,8.3,1211.8,5512.0,9.856
20230315T140000Z,1.1,7.7,1245.2,5512.0,9.165
20230315T150000Z,0.9,6.3,1334.9,5512.0,10.105
20230315T160000Z,-0.1,6,1792.5,5512.0,10.807
20230315T170000Z,-1.2,6.7,2112.4,5512.0,11.123
20230315T180000Z,-2.3,5.6,2193.19999,5512.0,10.953
20230315T190000Z,-3.1,4.3,2248.4,5512.0,10.526
20230315T200000Z,-4.6,3.4,2159.5,5512.0,10.506
20230315T210000Z,-4.8,3.6,2068.3,5512.0,8.167
20230315T220000Z,-5.1,3.4,2016.9,5512.0,7.291
20230315T230000Z,-5.7,2.9,2060.4,5512.0,3.298
20230316T000000Z,-6.5,3.2,2140.59999,5512.0,3.496
20230316T010000Z,-7.9,3.6,2152.8,5512.0,3.633
20230316T020000Z,-7.8,2.7,2232.8,5512.0,3.831
20230316T030000Z,-8,1.2,2310.59999,5512.0,4.398
20230316T040000Z,-7.6,1.2,2262.09999,5512.0,8.992
20230316T050000Z,-7.2,1.4,2088.0,5512.0,10.837
20230316T060000Z,-7.7,1.3,1854.5,5512.0,13.631
20230316T070000Z,-5.7,1.5,1301.5,5512.0,13.375
20230316T080000Z,-3.6,1.7,910.0,5512.0,11.249
20230316T090000Z,-1.7,2.5,738.89999,5512.0,10.093
20230316T100000Z,-0.2,2.1,607.7,5512.0,9.151
20230316T110000Z,1.5,1.1,477.8,5512.0,8.54
20230316T120000Z,1.4,1.9,417.0,5512.0,7.849
20230316T130000Z,1.6,2.9,432.0,5512.0,8.048
20230316T140000Z,1.6,3.2,474.19999,5512.0,8.489
20230316T150000Z,1.6,3.1,562.29999,5512.0,9.329
20230316T160000Z,1.1,2.9,592.89999,5512.0,9.953
20230316T170000Z,-2.1,1.3,509.3,5512.0,10.099
20230316T180000Z,-3.7,0.9,385.1,5512.0,9.952
20230316T190000Z,-3.7,1.3,305.3,5512.0,9.6
20230316T200000Z,-3.3,1.5,317.1,5512.0,9.708
20230316T210000Z,-4.7,0.8,362.8,5512.0,10.009
20230316T220000Z,-5.4,0.6,386.6,5512.0,6.888
20230316T230000Z,-4.3,1.9,225.9,5512.0,3.623
20230317T000000Z,-3.5,2.1,210.19999,5512.0,3.73
20230317T010000Z,-3.1,2,249.59999,5512.0,3.646
20230317T020000Z,-5.3,0.9,298.69999,5512.0,3.704
20230317T030000Z,-7.8,0.9,370.19999,5512.0,3.995
20230317T040000Z,-8.8,0.7,475.6,5512.0,4.927
20230317T050000Z,-9.6,1,639.29999,5512.0,5.381
20230317T060000Z,-9.7,0.6,806.39999,5512.0,4.264
20230317T070000Z,-7.3,0.8,934.5,5512.0,4.357
20230317T080000Z,-3,1.5,890.39999,5512.0,4.44
20230317T090000Z,-1.8,2.7,685.29999,5512.0,5.813
20230317T100000Z,-1,3.1,674.29999,5512.0,4.111
20230317T110000Z,-0.2,4,728.5,5512.0,4.534
20230317T120000Z,0.5,4.7,708.29999,5512.0,3.815
20230317T130000Z,1.2,5.3,890.29999,5512.0,3.234
20230317T140000Z,1.4,4.6,1497.0,5512.0,3.014
20230317T150000Z,1.4,4.2,2278.8,5512.0,2.978
20230317T160000Z,1.2,3.5,2949.69999,5512.0,2.937
20230317T170000Z,0.8,3.4,3343.19999,5512.0,2.892
20230317T180000Z,0.4,3.8,3695.3,5512.0,2.655
20230317T190000Z,0.2,4.6,3928.9,5512.0,2.419
20230317T200000Z,-0.4,4.8,4067.4,5512.0,2.335
20230317T210000Z,-0.6,4.6,4250.39999,5512.0,2.235
20230317T220000Z,-0.3,5,4334.89999,5512.0,1.837
20230317T230000Z,-0.2,4.4,4405.0,5512.0,0.406
20230318T000000Z,0.1,4.7,4410.6,5512.0,0.408
20230318T010000Z,0.5,4.4,4474.6,5512.0,0.271
20230318T020000Z,1.5,5.5,4533.6,5512.0,0.15
20230318T030000Z,1.9,6,4553.1,5512.0,0.19
20230318T040000Z,1.7,5.9,4586.69999,5512.0,0.5
20230318T050000Z,1.3,6.3,4572.89999,5512.0,0.372
20230318T060000Z,2.2,6.5,4524.69999,5512.0,1.851
20230318T070000Z,2.7,7.9,4420.0,5512.0,2.872
20230318T080000Z,2.6,8.4,4297.19999,5512.0,2.986
20230318T090000Z,2.2,7.2,4335.19999,5512.0,3.269
20230318T100000Z,3.5,8,4359.0,5512.0,3.235
20230318T110000Z,3.6,8.1,4354.89999,5512.0,1.994
20230318T120000Z,3.4,8,4308.8,5512.0,1.678
20230318T130000Z,2.8,7.8,4217.89999,5512.0,2.447
20230318T140000Z,1.1,6,4073.9,5512.0,3.13
20230318T150000Z,0.7,6.2,3867.3,5512.0,3.337
20230318T160000Z,0.7,5.9,3638.0,5512.0,3.509
20230318T170000Z,0.8,5.3,3329.59999,5512.0,3.559
20230318T180000Z,1.1,6.1,3095.9,5512.0,3.529
20230318T190000Z,1.2,6,2854.59999,5512.0,3.47
20230318T200000Z,1.1,5.3,2601.4,5512.0,3.493
20230318T210000Z,0.9,4.3,2380.9,5512.0,3.374
20230318T220000Z,0.9,3.6,2074.3,5512.0,3.329
20230318T230000Z,0.9,3.7,1752.5,5512.0,3.605
20230319T000000Z,0.9,3.1,1547.7,5512.0,3.691
20230319T010000Z,0.9,2.6,1374.2,5512.0,3.882
20230319T020000Z,0.9,2.1,1117.0,5512.0,3.984
20230319T030000Z,0.8,1.2,906.39999,5512.0,4.201
20230319T040000Z,0.8,0.8,747.2,5512.0,4.376
20230319T050000Z,0.5,1.6,560.89999,5512.0,4.548
20230319T060000Z,0.2,1.3,342.39999,5512.0,4.919
20230319T070000Z,0.1,0.9,258.0,5512.0,6.0
20230319T080000Z,-0.1,1.3,175.0,5512.0,7.623
20230319T090000Z,0.2,1.3,107.4,5512.0,7.242
20230319T100000Z,0.3,1,77.5,5512.0,6.705
20230319T110000Z,0.5,1.2,64.7,5512.0,5.497
20230319T120000Z,0.5,1.4,67.09999,5512.0,4.496
20230319T130000Z,0.8,1.6,90.9,5512.0,4.994
20230319T140000Z,0.9,2,137.8,5512.0,5.498
20230319T150000Z,0.7,1.6,272.8,5512.0,7.902
20230319T160000Z,0.5,2.5,624.1,5512.0,9.879
20230319T170000Z,0.2,1.3,1365.3,5512.0,9.994
20230319T180000Z,-0.7,1.7,1975.5,5512.0,5.346
20230319T190000Z,-1.1,2.3,2549.5,5512.0,3.348
20230319T200000Z,-1.3,3.1,3088.09999,5512.0,3.157
20230319T210000Z,-1.3,2.6,3434.9,5512.0,2.831
20230319T220000Z,-1.4,3.3,3485.5,5512.0,2.493
20230319T230000Z,-1.4,3,3604.3,5512.0,2.593
20230320T000000Z,-1.3,3.7,3715.4,5512.0,2.579
20230320T010000Z,-1,4.2,3672.0,5512.0,2.633
20230320T020000Z,-0.3,4.2,3524.3,5512.0,2.874
20230320T030000Z,0,4.4,3231.5,5512.0,3.353
20230320T040000Z,0,4.1,2870.69999,5512.0,3.9
20230320T050000Z,0,3.9,2505.4,5512.0,4.101
20230320T060000Z,0.2,3.1,2219.3,5512.0,7.802
20230320T070000Z,0.4,2.2,1753.3,5523.0,10.435
20230320T080000Z,0.6,2.4,1436.5,5575.0,10.359
20230320T090000Z,0.6,2.2,1173.09999,5575.0,10.325
20230320T100000Z,0.5,2.5,1047.09999,5575.0,10.136
20230320T110000Z,0.3,1.5,935.79999,5575.0,9.679
20230320T120000Z,0.5,1.4,831.39999,5575.0,9.523
20230320T130000Z,0.4,1,786.7,5575.0,9.517
20230320T140000Z,0.6,0.5,766.7,5575.0,9.675
20230320T150000Z,0.5,1,879.5,5575.0,9.946
20230320T160000Z,0.3,1.8,942.1,5575.0,10.478
20230320T170000Z,0.2,2.2,982.29999,5575.0,10.881
20230320T180000Z,0.2,1.6,886.1,5575.0,12.3
20230320T190000Z,0.2,2.1,751.39999,5575.0,10.798
20230320T200000Z,0.1,1.7,691.79999,5575.0,10.702
20230320T210000Z,-0.1,1.3,630.6,5575.0,10.343
20230320T220000Z,-0.1,2.1,650.6,5575.0,7.903
20230320T230000Z,-1.6,1,969.1,5575.0,6.505
20230321T000000Z,-2.6,1.1,1338.2,5575.0,5.492
20230321T010000Z,-3.9,0.9,1767.5,5575.0,3.83
20230321T020000Z,-4.5,0.9,2014.9,5575.0,3.562
20230321T030000Z,-3.3,2,2131.19999,5575.0,3.684
20230321T040000Z,-3.2,2.1,2232.9,5575.0,5.465
20230321T050000Z,-3.8,2.3,2235.19999,5575.0,5.828
20230321T060000Z,-4.4,2.5,2437.0,5575.0,6.553
20230321T070000Z,-4.3,2.3,1945.4,5575.0,7.629
20230321T080000Z,-3.8,2.6,1565.09999,5575.0,6.62
20230321T090000Z,-2.4,4,1532.2,5575.0,5.859
20230321T100000Z,-1.7,5.3,1582.5,5575.0,6.044
20230321T110000Z,-1.1,5.1,1827.0,5575.0,3.94
20230321T120000Z,-0.5,5.4,1975.3,5575.0,3.793
20230321T130000Z,-0.1,4.3,2288.5,5575.0,3.777
20230321T140000Z,0.3,5,2695.19999,5575.0,3.96
20230321T150000Z,0.9,5.3,2876.8,5575.0,4.241
20230321T160000Z,0.8,4.7,2973.9,5575.0,4.56
20230321T170000Z,0.1,3.6,2887.09999,5575.0,4.438
20230321T180000Z,-0.7,4.2,2624.69999,5575.0,4.344
20230321T190000Z,-0.6,4.9,2355.0,5575.0,4.294
20230321T200000Z,-1.1,3.9,2163.5,5575.0,4.526
20230321T210000Z,-1.7,3.8,1888.8,5575.0,4.396
20230321T220000Z,-2.3,2.6,1567.4,5575.0,4.294
20230321T230000Z,-2.6,3.2,1293.8,5575.0,3.54
20230322T000000Z,-2.2,4,1068.9,5575.0,3.538
20230322T010000Z,-2,2.5,893.0,5575.0,3.518
20230322T020000Z,-1.5,2.6,785.1,5575.0,3.523
20230322T030000Z,-1.3,3,806.29999,5575.0,3.583
20230322T040000Z,-1.1,3.2,727.89999,5575.0,4.502
20230322T050000Z,-0.7,3.2,698.89999,5575.0,5.179
20230322T060000Z,-0.3,3,723.29999,5575.0,8.961
20230322T070000Z,0,3.5,624.7,5575.0,9.346
20230322T080000Z,0.1,3.6,552.2,5575.0,7.813
20230322T090000Z,0.3,3.8,579.39999,5575.0,5.419
20230322T100000Z,0.3,3.8,721.5,5575.0,3.694
20230322T110000Z,0.3,4.2,833.7,5575.0,3.368
20230322T120000Z,0.3,4.6,975.6,5575.0,3.259
20230322T130000Z,0.5,5.2,1161.4,5575.0,3.943
20230322T140000Z,0.8,4.5,1382.2,5575.0,4.553
20230322T150000Z,1.5,3.8,1626.0,5575.0,4.178
20230322T160000Z,2.1,4.3,1897.7,5575.0,4.31
20230322T170000Z,2.4,4.6,1998.7,5575.0,4.582
20230322T180000Z,2.5,4.6,2011.3,5575.0,3.902
